setq,(setq sym expr [sym expr]...),将一个或多个符号的值设置为相应表达式的值,33,-1,-1
set_tile,(set_tile key value),设置对话框控件的值,33,2,2
setvar,(setvar varname value),设置 AutoCAD 系统变量为指定值,33,2,2
setview,(setview view_descriptor [vport_id]),为指定视口建立一个视图,33,1,2
sin,(sin ang),以实数形式返回角度的正弦值（以弧度为单位）,33,1,1
slide_image,(slide_image x1 y1 width height sldname),在当前激活的对话框图像控件中显示 AutoCAD 幻灯片,33,5,5
snvalid,(snvalid sym_name [flag]),检查组成符号表名的各字符的有效性,33,1,2
sqrt,(sqrt num),以实数形式返回一个数的平方根,33,1,1
ssadd,(ssadd [ename [ss]]),将对象（图元）加入到选择集中，或创建新的选择集,33,0,2
ssdel,(ssdel ename ss),从选择集中撤消对象（图元）,33,2,2
ssget,(ssget [sel-method] [pt1 [pt2]] [pt-list] [filter-list]),根据选定对象创建选择集,33,0,5
ssgetfirst,(ssgetfirst),判断哪些对象是被选取的和被夹取的,33,0,0
sslength,(sslength ss),求出一个选择集中的对象（图元）数目，并将其作为一个整数返回,33,1,1
ssmemb,(ssmemb ename ss),测试某对象（图元）是否是选择集的成员,33,2,2
ssname,(ssname ss index),返回选择集中由序号指定的那个对象（图元）的图元名,33,2,2
ssnamex,(ssnamex ss [index]),获取关于选择集创建方式的信息,33,1,2
sssetfirst,(sssetfirst gripset [pickset]),设置哪些对象既是被选取的又是被夹取的,33,0,2
startapp,(startapp appcmd [file]),启动 Windows 应用程序,33,1,2
start_dialog,(start_dialog),显示对话框并将控制交给对话框,33,0,0
start_image,(start_image key),开始对对话框控件中的一个图像控件进行操作,33,1,1
start_list,(start_list key [operation [index]]),开始处理对话框中的列表框或弹出式列表框中的列表,33,1,3
strcase,(strcase string [which]),将字符串中的所有字母转换成大写或小写后返回,33,1,2
strcat,(strcat [string[string]...]),将多个字符串拼接成一个长字符串后返回,33,1,-1
strlen,(strlen [string]...),以整数形式返回一个字符串中字符的个数,33,1,-1
subst,(subst newitem olditem lst),在表中搜索某旧项，并将表中出现的每一个旧项用新项代替，然后返回修改后所得的表,33,3,3
substr,(substr string start [length]),返回字符串中的一个子字符串,33,2,3
tablet,(tablet code [row1 row2 row3 direction]),获取和设置数字化仪校准,33,1,5
tblnext,(tblnext table-name [rewind]),在符号表中查找下一项,33,1,2
tblobjname,(tblobjname table-name symbol),返回指定符号表条目的图元名,33,2,2
tblsearch,(tblsearch table-name symbol [setnext]),在指定的符号表中搜索符号名,33,2,3
term_dialog,(term_dialog),终止当前所有的对话框，就象用户取消了它们一样,33,0,0
terpri,(terpri),在命令行上输出一个换行符,33,0,0
textbox,(textbox elist),测量一个指定文本对象的尺寸，并返回围住该文本的一个矩形框的对角坐标,33,1,1
textpage,(textpage),从图形屏幕切换至文本屏幕,33,0,0
textscr,(textscr),切换至文本屏幕（相当于 AutoCAD Flip Screen 功能键）,33,0,0
trace,(trace [function...]),调试 AutoLISP 程序时的辅助函数,33,1,-1
trans,(trans pt from to [disp]),"将一个点（或位移量）从一个坐标系转换成另一个坐标系
0 世界坐标系（WCS）
1 用户坐标系（当前 UCS）
2 与代码 0 或代码 1 一起使用时，表示当前视口的显示坐标系 (DCS)。
    与代码 3 一起使用时，表示当前模型空间视口的 DCS。
3 图纸空间 DCS（仅用于代码 2）",33,3,4
type,(type item),返回指定项的数据类型,33,1,1
unload_dialog,(unload_dialog dcl_id),卸载 DCL 文件,33,1,1
untrace,(untrace [function...]),清除指定函数的跟踪标志,33,-1,-1
vector_image,(vector_image x1 y1 x2 y2 color),在当前激活的对话框图像控件上显示一个矢量线,33,5,5
ver,(ver),返回当前 AutoLISP 版本号的字符串,33,0,0
vports,(vports),返回表示当前视口配置的视口描述符表,33,0,0
wcmatch,(wcmatch string pattern),将模式字符串与某指定的字符串进行匹配比较,33,2,2
while,(while testexpr [expr...]),对测试表达式进行求值，如果它不是 nil，则执行循环体中的表达式，重复这个过程，直到测试表达式的求值结果为 nil,33,1,-1
write-char,(write-char num [file-desc]),将一个字符写到屏幕上或一个已打开的文件中,33,1,2
write-line,(write-line string [file-desc]),将字符串写到屏幕上或一个已打开的文件中,33,1,2
xdroom,(xdroom ename),返回对象可供使用的扩展数据 (Xdata) 空间的大小,33,1,1
xdsize,(xdsize lst),返回一个表作为扩展数据连接到对象（图元）上时所占用的空间大小（以字节表示）,33,1,1
xload,(xload application [onfailure]),这个函数将装入一个AutoCAD高级开发系统(ADS)的应用程序。,33,1,2
xunload,(xunload application [onfailure]),"此函数将卸载一个ADS应用程序。如果应用程序被成功地卸下。那么, 应用程序的名称将被返回。否则, 一个错误信息将被发出。",33,1,2
zerop,(zerop number),检查一个数的值是否为 0,33,1,1
vl-acad-defun,(vl-acad-defun 'symbol),将 Visual LISP 函数符号定义为外部子例程,33,1,1
vl-acad-undefun,(vl-acad-undefun 'symbol),取消对 Visual LISP 函数符号的定义，使 ObjectARX 应用程序不能再使用它。,33,1,1
vl-arx-import,(vl-arx-import ['function | "application"]),将 ObjectARX/ADSRX 函数输入到独立名称空间 VLX,33,1,1
vl-bb-ref,(vl-bb-ref 'variable),返回黑板名称空间中变量的值,33,1,1
vl-bb-set,(vl-bb-set 'symbol value),设置黑板名称空间中的变量,33,2,2
vl-catch-all-apply,(vl-catch-all-apply 'function list),将参数表传递给指定函数并截取错误,33,1,2
vl-catch-all-error-message,(vl-catch-all-error-message error-obj),从错误对象返回字符串,33,1,1
vl-catch-all-error-p,(vl-catch-all-error-p arg),确定参数是否是 vl-catch-all-apply 返回的错误对象,33,1,1
vl-cmdf,(vl-cmdf  [arguments] ...),执行 AutoCAD 命令,33,0,-1
vl-consp,(vl-consp list-variable),确定表是否为 nil,33,1,1
vl-directory-files,(vl-directory-files [directory pattern directories]),列出给定目录中的所有文件,33,0,3
vl-doc-export,(vl-doc-export 'function),使函数在当前文档中可用,33,1,1
vl-doc-import,(vl-doc-import application [’function...]),将早先输出的函数输入到 VLX 名称空间,33,1,-1
vl-doc-ref,(vl-doc-ref 'symbol),从当前文档名称空间中获取变量的值,33,1,1
vl-doc-set,(vl-doc-set 'symbol value),设置当前文档名称空间中变量的值,33,2,2
vl-every,(vl-every  predicate-function list [list]...),检查论断结合每个元素后是否均为真,33,2,-1
vl-exit-with-error,(vl-exit-with-error msg),将控制从 VLX 错误处理器传递给调用它的名称空间的 *error* 函数,33,1,1
vl-exit-with-value,(vl-exit-with-value value),将值返回到从其他名称空间调用 VLX 的函数,33,1,1
vl-file-copy,(vl-file-copy  source-file destination-file [append]),将一个文件的内容复制或附加到另一个文件,33,2,3
vl-file-delete,(vl-file-delete  filename),删除文件,33,1,1
vl-file-directory-p,(vl-file-directory-p filename),确定文件名是否为路径名,33,1,1
vl-filename-base,(vl-filename-base  filename),去掉文件的路径和扩展名，返回文件的名称,33,-1,-1
vl-filename-extension,(vl-filename-extension  filename),返回文件的扩展名，而去掉文件名中的其他部分,33,-1,-1
vl-filename-mktemp,(vl-filename-mktemp [pattern directory extension]),为临时文件计算唯一的文件名,33,0,3
vl-file-rename,(vl-file-rename  old-filename new-filename),重命名文件,33,2,2
vl-file-size,(vl-file-size  filename),确定文件的大小（字节）,33,1,1
vl-file-systime,(vl-file-systime filename),返回指定文件的上一次修改时间,33,1,1
vl-get-resource,(vl-get-resource text-file),返回 VLX 中保存的 .txt 文件中的文字,33,1,1
vl-list-exported-functions,(vl-list-exported-functions [appname]),列出输出的函数,33,0,1
vl-list-length,(vl-list-length  list-or-cons-object),计算表的长度,33,1,1
vl-list->string,(vl-list->string char-codes-list),将一系列与整数表相关联的字符组合成字符串 。,33,1,1
vl-load-all,(vl-load-all filename),"将文件加载到所有打开的 AutoCAD 文档中,以及在当前 AutoCAD 任务中后续打开的任何文档中",33,1,1
vl-load-com,(vl-load-com),将 Visual LISP 扩展功能加载到 AutoLISP,33,0,0
vl-load-reactors,(vl-load-reactors),加载反应器支持函数,33,0,0
vl-member-if,(vl-member-if  predicate-function list),确定论断是否对每一个表成员都正确,33,2,2
vl-member-if-not,(vl-member-if-not predicate-function list),确定论断是否对表成员中的一个为 nil,33,2,2
vl-owner-add,(vlr-owner-add reactor owner),将对象添加到对象反应器的所有者列表。,33,2,2
vl-owners,(vlr-owners reactor),返回对象反应器的所有者列表。,33,1,1
vl-pers,(vlr-pers reactor),使反应器成为永久反应器。,33,1,1
vl-pers-list,(vlr-pers-list [reactor]),返回由当前图形文件中永久反应器组成的表。,33,0,1
vl-pers-p,(vlr-pers-p reactor),判断反应器是否是永久反应器。,33,-1,-1
vl-pers-release,(vlr-pers-release reactor),使反应器成为临时反应器。,33,-1,-1
vl-position,(vl-position  symbol list),返回指定表项目的索引,33,-1,-1
vl-prin1-to-string,(vl-prin1-to-string  data),返回 LISP 数据的字符串表示，就象它是由 prin1 函数输出的一样,33,-1,-1
vl-propagate,(vl-propagate 'symbol),将变量的值复制到所有打开的文档名称空间（并在当前 AutoCAD 任务中打开的所有后续图形中设置它的值）,33,-1,-1
vl-reaction-names,(vlr-reaction-names reactor-type),返回由该类型反应器所有可能回调条件组成的表。,33,-1,-1
vl-reaction-set,(vlr-reaction-set reactor event function),添加或替换反应器中的一个回调函数。,33,3,3
vl-registry-delete,(vl-registry-delete reg-key [val-name]),从 Winows 注册表中删除指定的主键或值,33,1,2
vl-registry-descendents,(vl-registry-descendents reg-key [val-names]),返回指定注册表键的子键或值名称的列表,33,1,2
vl-registry-read,(vl-registry-read reg-key [val-name]),对于指定的主键/值对，返回 Winodws 注册表存储的数据,33,1,2
vl-registry-write,(vl-registry-write reg-key [val-name val-data]),在 Windows 注册表中创建主键,33,1,3
vl-remove,(vl-remove  element-to-remove list),删除表中的元素,33,2,2
vl-remove-if,(vl-remove-if  predicate-function list),返回由所提供表中的所有不满足测试函数的元素组成的表,33,2,2
vl-remove-if-not,(vl-remove-if-not  predicate-function list),返回由所提供表中的所有能通过测试函数的元素组成的表,33,2,2
vl-some,(vl-some  predicate-functionlist [list]...),检查论断是否对某个元素组合不为 nil,33,-1,-1
vl-sort,(vl-sort  list comparison-function),根据给定的比较函数来对表中的元素排序,33,2,2
vl-sort-i,(vl-sort-i  list comparison-function),根据给定的比较函数对表中的元素排序，并返回元素的索引号,33,2,2
vl-string-elt,(vl-string-elt string position),返回字符串中指定位置字符的 ASCII 表示,33,2,2
vl-string-left-trim,(vl-string-left-trim character-set string),从字符串的开始删除指定字符,33,2,2
vl-string-mismatch,(vl-string-mismatch str1 str2 [pos1 pos2 ignore-case-p]),返回两个字符串中从指定位置开始，最长的共同前缀的长度,33,-1,-1
vl-string-position,(vl-string-position char-code str [start-pos [from-end-p]]),在字符串中查找具有指定 ASCII 码的字符,33,-1,-1
vl-string-right-trim,(vl-string-right-trim character-set string),从字符串结尾删除指定字符,33,-1,-1
vl-string-search,(vl-string-search pattern string [start-pos]),在字符串中搜索指定子串,33,-1,-1
vl-string-subst,(vl-string-subst new-str pattern string [start-pos]),在字符串中进行字符串替换,33,-1,-1
vl-string-translate,(vl-string-translate source-set dest-set str),在字符串中替换字符,33,-1,-1
vl-string-trim,(vl-string-trim char-set str),从字符串的开始和结束删除指定字符,33,2,2
vl-symbol-name,(vl-symbol-name  symbol),返回包含某符号名的字符串,33,-1,-1
vl-symbolp,(vl-symbolp object),确定指定对象是否为符号,33,1,1
vl-symbol-value,(vl-symbol-value symbol),返回当前绑定到符号的值,33,-1,-1
vl-unload-vlx,(vl-unload-vlx appname),卸载已经加载到自己的名称空间的 VLX 应用程序,33,-1,-1
vl-vbaload,(vl-vbaload filename),加载 Visual Basic 工程,33,1,1
vl-vbarun,(vl-vbarun  macroname),运行 Visual Basic 宏,33,-1,-1
vl-vlx-loaded-p,(vl-vlx-loaded-p appname),确定某独立名称空间当前是否加载,33,-1,-1
vla-get-ActiveDimStyle,(vla-get-ActiveDimStyle Object),取得激活的标注样式。,33,-1,-1
vla-get-ActiveDocument,(vla-get-ActiveDocument Object),取得激活的文件（图形文件）。,33,-1,-1
vla-get-ActiveLayer,(vla-get-ActiveLayer Object),取得激活的图层。,33,-1,-1
vla-get-ActiveLayout,(vla-get-ActiveLayout Object),取得激活的布局。,33,-1,-1
vla-get-ActiveLinetype,(vla-get-ActiveLinetype Object),取得图形的激活的线型。,33,-1,-1
vla-get-ActiveProfile,(vla-get-ActiveProfile Object),取得AutoCAD工作任务的激活配置。,33,-1,-1
vla-get-ActivePViewport,(vla-get-ActivePViewport Object),取得图形的激活的图纸空间的视口。,33,-1,-1
vla-get-ActiveSelectionSet,(vla-get-ActiveSelectionSet Object),取得图形激活的选择集。,33,-1,-1
vla-get-ActiveSpace,(vla-get-ActiveSpace Object),在图纸空间与模型空间之间切换激活的空间。,33,-1,-1
vla-get-ActiveTextStyle,(vla-get-ActiveTextStyle Object),取得图形激活的 文字样式。,33,-1,-1
vla-get-ActiveUCS,(vla-get-ActiveUCS Object),取得图形激活的UCS。,33,-1,-1
vla-get-ActiveViewport,(vla-get-ActiveViewport Object),取得图形激活的视口。,33,-1,-1
vla-get-ADCInsertUnitsDefaultSource,(vla-get-ADCInsertUnitsDefaultSource Object),判断自动用于AutoCAD DesignCenter中未指定插入单位的源图形的对象的单位。,33,-1,-1
vla-get-ADCInsertUnitsDefaultTarget,(vla-get-ADCInsertUnitsDefaultTarget Object),判断自动用于AutoCAD DesignCenter中未指定插入单位的目标图形的对象的单位。,33,-1,-1
vla-get-Alignment,(vla-get-Alignment Object),取得属性、属性参考、或文字的水平与垂直对齐。,33,-1,-1
vla-get-AlignmentPointAcquisition,(vla-get-AlignmentPointAcquisition Object),取得AutoAlignment点的 获取方式。,33,-1,-1
vla-get-AllowLongSymbolNames,(vla-get-AllowLongSymbolNames Object),判断符号集是否包含扩展字符集或超过31个字符。,33,-1,-1
vla-get-AltFontFile,(vla-get-AltFontFile Object),当AutoCAD找不到原始字体，而且字体映射文件中未指定 替代字体时，取得使用的字体文件的位置。,33,-1,-1
vla-get-AltRoundDistance,(vla-get-AltRoundDistance Object),取得替代单位的四舍五入。,33,-1,-1
vla-get-AltSuppressLeadingZeros,(vla-get-AltSuppressLeadingZeros Object),判断是否在替代标注值中禁止前导零。,33,-1,-1
vla-get-AltSuppressTrailingZeros,(vla-get-AltSuppressTrailingZeros Object),判断是否在替代标注值中禁止结尾零。,33,-1,-1
vla-get-AltSuppressZeroFeet,(vla-get-AltSuppressZeroFeet Object),判断是否在替代标注值中 禁止零英尺测量单位。,33,-1,-1
vla-get-AltSuppressZeroInches,(vla-get-AltSuppressZeroInches Object),判断是否在替代标注值中 禁止的零英寸测量单位。,33,-1,-1
vla-get-AltTabletMenuFile,(vla-get-AltTabletMenuFile Object),取得替代菜单的路径，用于标准AutoCAD数字化仪菜单的交换。,33,-1,-1
